,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
49,70,81,40,1,24,11,20,7,95,46,41,73,41,90,49,36,85,3,67,16,63,24,3,72,41,8,86,94,10,84,31,36,28,31,62,3,75,9,47,59,10,59,79,51,18,32,17,30,97,34,45,57,74,91,31,48,51,37,53,57,34,97,58,32,66,49,20,80,79,27,79,34,11,7,45,84,20,70,81,31,81,30,95,81,41,2,35,76,49,16,17,7,96,57,86,70,47,32,80,67,59,78,83,52,52,67,80,43,59,13,9,54,30,29,71,7,7,88,93,5,7,3,85,54,59,92,59,10,53,73,6,88,30,64,75,3,35,64,57,66,22,67,75,12,16,20,3,87,8,52,95,50,96,14,34,97,40,71,85,58,34,92,52,76,67,31,43,49,59,17,35,22,66,69,84,79,96,87,29,36,72,38,18,7,88,93,75,74,27,31,81,24,18,71,85,77,28,13,45,82,9,75,26,27,26,89,85,14,97,31,59,51,23,71,51,29,80,65,86,11,92,59,30,48,13,77,90,45,3,52,48,85,97,87,10,26,7,8,22,48,87,19,17,29,17,18,4,71,37,72,77,68,41,38,7,31,93,31,19,79,69,56,33,23,75,88,36,64,20,93,27,91,88,23,32,50,22,81,18,29,56,61,94,65,15,4,20,91,3,37,61,83,45,15,67,70,60,58,63,17,34,92,4,56,2,43,71,4,66,70,4,84,80,58,63,84,8,86,61,65,39,21,41,10,13,90,74,37,55,17,54,75,35,98,71,70,21,85,67,48,32,4,43,57,61,87,3,67,12,71,30,3,12,75,46,21,48,98,94,42,36,83,65,45,9,2,51,38,23,50,96,74,93,17,7,12,68,68,21,77,25,53,51,45,93,77,42,64,30,73,97,29,18,26,25,63,12,13,63,16,84,14,16,39,68,52,89,3,23,47,35,35,77,76,88,86,32,31,19,29,35,88,72,30,2,14,80,44,40,56,72,74,15,21,71,12,4,59,98,18,73,1,69,83,22,3,82,11,85,21,16,32,6,31,48,55,54,54,39,55,41,12,16,9,34,39,39,43,31,66,84,64,94,80,52,20,87,54,25,25,86,91,91,31,27,28,31,83,67,67,76,67,41,74,77,91,24,1,74,8
50,30,50,82,93,36,54,12,42,13,58,82,48,87,38,38,92,79,44,27,83,9,90,73,83,50,25,56,51,76,9,94,79,30,49,53,57,21,22,55,2,54,15,55,8,34,32,83,29,95,5,68,23,33,12,14,76,79,53,42,51,56,78,48,61,76,98,2,37,3,9,86,61,19,35,34,81,5,20,27,31,19,61,43,77,15,41,83,35,53,79,60,83,71,20,67,80,68,85,17,60,11,92,3,1,24,77,58,69,88,70,82,98,47,92,74,14,41,79,95,54,92,48,32,31,3,6,19,69,11,36,77,41,90,51,91,83,19,88,49,59,2,75,55,63,82,54,91,57,86,12,63,19,53,31,35,87,49,64,7,24,37,4,36,77,1,28,69,50,73,69,37,54,39,43,94,22,16,3,64,80,41,9,40,62,89,95,17,54,7,23,53,46,87,75,9,7,70,16,73,35,4,23,84,89,50,30,72,42,60,60,50,81,38,62,24,45,63,60,11,75,51,63,11,47,59,64,60,59,12,89,2,81,85,20,46,55,10,89,13,25,74,77,61,34,82,92,37,95,63,38,70,48,45,39,88,29,17,87,80,36,44,7,21,98,81,28,13,50,45,45,2,19,40,54,24,84,25,52,11,52,88,98,20,62,61,24,55,44,6,44,68,12,22,37,24,71,45,45,54,51,39,46,58,47,59,8,23,73,5,89,20,60,15,1,64,88,59,69,74,53,93,71,61,38,61,77,50,51,57,38,47,67,76,51,19,33,62,66,22,20,63,74,12,39,55,17,92,64,77,75,10,80,55,65,14,32,49,70,28,95,79,21,41,47,25,75,97,29,9,47,82,98,34,70,63,36,34,51,61,8,18,81,3,33,3,7,43,62,42,15,22,29,69,14,57,84,98,65,70,57,15,80,37,41,84,9,26,20,28,8,11,74,13,73,1,16,74,37,55,76,31,69,57,55,87,25,1,65,53,7,66,76,39,75,63,23,42,83,10,63,91,47,55,28,1,81,40,19,11,61,91,80,1,20,5,64,5,15,95,97,51,72,72,91,23,59,89,38,33,14,57,27,98,1,2,62,45,91,26,80,75,37,12,28,57,32,33,3,62,70,33,17,96,15,70,34,34,50,38,23
51,25,65,79,46,69,52,70,87,57,53,71,17,59,88,32,96,57,64,21,51,80,92,96,89,15,51,54,24,14,33,30,25,27,54,1,18,83,42,22,9,85,28,85,79,20,23,25,86,33,75,55,92,60,36,8,54,59,50,34,84,94,29,49,42,78,28,4,50,74,77,21,35,48,56,15,97,28,53,73,94,85,89,69,58,62,34,85,16,56,96,82,45,32,86,89,56,57,14,67,19,28,82,52,24,83,36,13,39,78,56,85,89,15,21,82,88,15,56,74,95,80,97,85,30,49,5,88,80,72,6,61,72,75,31,9,4,87,28,66,90,2,56,9,57,29,43,66,94,2,51,68,94,44,5,72,7,63,34,9,73,79,84,39,72,39,85,21,93,52,17,41,4,46,63,85,96,48,10,54,56,47,93,24,53,22,46,55,79,76,67,91,52,44,71,8,91,97,34,67,43,37,71,39,80,50,40,70,50,72,41,70,58,35,46,52,14,9,80,47,92,70,35,75,17,37,2,21,28,30,59,87,73,83,80,95,41,65,34,42,72,96,67,1,53,75,80,29,44,78,51,12,55,41,54,64,91,83,86,64,34,9,6,52,28,67,76,62,35,16,62,88,85,85,8,50,8,82,76,67,73,30,88,62,64,38,65,60,96,63,78,5,89,82,43,64,92,52,87,38,56,21,3,2,76,91,63,66,19,5,98,35,50,70,64,81,13,75,52,69,78,17,41,2,57,21,94,35,69,42,98,94,45,65,97,77,71,67,29,31,94,50,86,88,75,36,40,1,38,36,23,59,14,8,88,40,55,28,21,46,30,11,15,87,46,18,37,24,96,82,78,60,41,65,48,49,45,92,76,30,57,15,46,49,26,64,98,51,55,16,29,36,53,18,22,48,89,59,96,70,42,29,35,97,15,61,42,77,61,4,39,26,98,49,31,93,2,16,16,91,19,97,67,58,55,93,51,74,63,70,76,28,98,84,41,18,17,41,75,60,49,31,46,10,12,59,26,36,78,97,98,69,34,59,38,92,87,57,77,50,39,97,71,27,30,40,56,41,3,76,75,4,22,77,45,65,54,39,84,79,22,97,8,28,73,29,74,93,2,8,94,79,85,98,37,53,13,77,42,59,2
52,38,21,46,57,1,61,37,96,52,29,49,38,18,84,30,70,64,2,11,43,82,28,34,18,43,66,41,60,10,9,89,87,59,52,36,77,50,59,32,87,42,91,97,9,90,82,26,49,96,81,8,89,14,39,68,65,58,29,71,85,29,81,12,93,64,58,92,71,67,47,89,72,67,3,22,80,19,33,31,70,87,50,64,31,56,50,40,49,73,82,44,58,53,39,88,54,90,1,17,77,7,1,59,94,97,58,76,52,75,60,37,77,61,78,90,63,20,24,77,68,50,93,84,51,83,72,49,86,57,56,3,92,63,38,92,53,24,8,3,82,65,74,8,65,95,60,43,18,98,33,61,95,58,82,67,96,60,86,9,3,46,87,55,87,90,41,45,10,93,77,94,17,5,2,83,17,15,51,6,45,72,54,35,23,57,61,51,80,88,98,2,57,30,71,22,57,39,64,76,23,83,21,26,49,59,33,56,55,88,89,74,56,72,1,80,80,25,28,4,83,92,60,84,39,75,98,18,51,46,26,43,58,68,47,17,81,16,97,68,54,33,47,50,44,34,36,88,2,72,50,93,96,85,7,89,21,61,90,17,59,50,1,83,35,77,32,63,40,53,42,80,94,89,71,36,71,46,15,58,89,80,19,75,73,21,17,16,66,57,34,82,34,61,79,46,91,64,87,32,97,59,8,36,23,74,11,13,80,18,88,97,36,34,61,42,63,75,30,26,28,14,32,6,46,43,17,19,6,14,74,93,46,37,6,29,22,58,45,18,67,25,79,62,52,47,11,25,73,24,13,74,1,65,41,51,82,54,74,14,55,23,41,77,28,47,69,45,87,8,13,48,53,88,97,5,25,92,78,13,72,44,14,97,68,74,69,41,84,72,21,80,64,65,78,6,15,53,6,62,12,29,60,9,21,78,37,55,45,30,32,71,75,83,76,96,80,8,80,35,14,24,10,62,21,44,73,51,40,37,70,4,98,25,71,88,28,15,90,24,78,96,67,49,34,70,47,62,47,72,43,79,9,41,30,88,18,78,33,71,73,89,13,35,49,33,29,7,2,12,8,11,26,70,75,66,88,39,30,35,57,38,14,33,7,67,68,65,96,3,77,45,10,98,72,62,2,1,22,10,5
53,96,87,48,85,85,70,57,98,33,26,57,76,47,22,31,5,65,50,56,93,64,11,12,52,34,44,31,67,51,1,11,16,5,84,78,15,98,36,46,68,45,18,51,18,93,39,13,4,68,52,59,78,19,84,83,74,12,18,37,73,91,21,75,18,53,36,49,38,95,12,10,35,68,66,56,75,86,89,86,51,75,41,36,20,67,97,58,75,6,27,2,58,53,9,40,27,47,9,27,10,73,1,30,71,48,64,97,53,66,1,24,47,76,4,89,55,47,63,9,15,55,43,51,62,48,80,66,67,9,61,85,33,43,49,82,95,13,95,84,96,27,31,73,68,77,95,69,61,73,40,77,32,4,97,34,10,82,10,20,78,95,61,94,32,54,21,28,54,8,36,10,33,91,51,90,5,89,4,42,2,28,54,58,70,69,38,52,46,14,74,19,8,75,14,18,85,8,52,10,92,80,26,57,10,44,67,45,2,19,33,64,90,83,57,24,75,22,23,94,83,47,76,94,25,79,51,92,19,39,14,3,76,90,67,8,81,58,31,98,93,72,75,81,51,11,55,63,16,40,95,28,82,88,25,61,19,18,89,67,63,45,9,60,85,33,42,70,40,61,53,94,92,54,32,70,89,33,27,56,85,76,92,87,69,70,63,54,72,43,51,28,48,81,54,21,37,42,96,87,71,27,14,62,94,45,73,59,97,11,49,93,87,7,47,51,96,72,73,49,54,66,7,93,89,63,68,83,32,20,40,53,40,87,17,53,54,72,80,3,79,91,48,12,78,83,22,43,51,43,88,86,48,27,48,60,15,47,35,36,77,53,82,42,46,87,29,57,17,24,37,87,80,55,45,9,96,50,71,63,15,28,61,78,70,38,63,26,32,31,43,36,15,86,66,79,66,9,75,24,29,70,97,57,81,86,34,39,34,25,60,60,3,72,25,93,80,51,21,42,46,37,12,45,12,42,98,56,27,48,73,73,85,32,46,16,84,71,98,64,50,54,97,41,98,27,9,19,41,4,31,28,37,26,29,86,89,50,92,4,65,36,26,78,21,98,67,15,45,72,15,33,52,96,86,49,6,76,90,63,30,84,94,37,91,62,43,91,64,31,7,57,45,15,10,83,83,35,7,92,28
54,17,54,69,74,73,18,51,77,83,85,66,52,83,3,13,83,90,1,20,92,97,50,81,77,47,66,73,56,80,50,65,35,23,98,60,22,86,63,92,64,15,57,84,60,71,95,83,74,35,68,5,61,39,23,16,91,72,60,89,24,6,88,57,19,43,25,24,17,97,45,92,54,56,93,40,81,82,88,70,28,33,16,38,36,43,15,80,92,1,94,84,73,70,31,60,83,71,41,39,1,80,94,79,67,20,28,94,97,49,82,51,93,32,10,84,89,45,17,59,77,47,7,48,7,53,34,6,70,47,14,41,64,6,31,67,65,60,53,49,28,77,97,60,91,65,40,44,16,2,6,74,58,19,42,16,48,55,25,44,10,80,14,78,61,24,68,20,70,42,81,68,29,89,48,85,43,11,70,41,49,69,46,34,43,47,92,55,22,13,81,10,39,91,15,50,80,79,38,84,11,61,58,54,60,81,87,92,30,86,61,7,98,91,46,22,98,55,78,73,66,85,57,36,86,38,55,54,55,28,89,61,33,35,20,96,10,55,40,82,50,3,84,11,50,59,20,80,36,54,88,23,38,87,17,71,13,94,12,42,89,3,49,66,31,48,94,48,35,65,21,12,35,95,1,57,31,17,29,94,69,92,12,46,18,94,49,55,84,90,18,29,72,65,66,22,72,77,30,64,31,55,3,62,91,10,67,55,70,48,15,20,64,81,58,50,73,88,33,68,56,87,69,98,93,75,77,2,35,60,37,46,53,61,54,96,12,97,8,64,52,18,37,81,91,61,92,7,34,84,96,16,15,36,40,13,81,17,23,72,77,48,60,12,44,86,20,2,72,41,87,79,26,85,44,74,41,14,10,9,91,65,75,41,17,45,83,4,19,16,6,57,66,51,66,20,5,35,74,6,59,31,6,44,43,51,35,61,16,25,22,97,26,64,9,84,61,86,76,58,64,48,73,16,3,8,42,26,27,88,90,95,50,11,44,14,79,70,21,31,49,19,58,8,11,98,42,31,5,34,7,8,14,22,40,78,13,37,56,29,64,76,88,47,58,93,26,10,10,42,76,34,79,76,53,81,11,82,20,17,60,67,4,50,89,50,3,9,48,51,81,77,65,43,91,30,57,22,33,34,34
55,23,55,54,17,67,6,13,32,88,18,94,40,55,42,12,63,19,66,9,88,86,78,90,33,1,50,42,78,38,18,71,84,88,32,13,28,40,67,13,3,72,23,89,80,97,24,44,66,60,13,56,67,41,36,88,3,16,82,64,76,9,61,24,87,94,40,32,53,97,3,20,71,3,49,18,75,27,8,11,45,27,25,38,41,40,19,16,6,10,24,34,59,63,65,65,73,20,65,53,93,78,93,87,90,21,87,39,59,38,39,95,48,26,94,56,24,42,26,21,9,52,94,54,10,2,2,19,47,85,81,19,78,26,63,26,21,11,41,25,59,59,27,70,88,69,52,53,88,17,71,38,62,45,66,4,42,82,47,86,15,2,20,84,11,43,19,58,69,65,3,65,50,94,86,15,66,93,29,62,3,73,59,79,93,69,77,6,23,86,69,90,6,47,81,47,95,29,58,77,68,88,23,10,53,67,72,26,53,62,15,40,71,14,64,61,16,54,86,35,3,35,87,31,84,68,95,52,63,66,52,84,4,26,52,8,15,75,91,31,73,7,95,51,94,59,41,9,74,89,86,96,53,86,37,35,24,20,18,74,27,37,59,8,90,68,45,95,34,90,30,19,15,13,93,72,82,96,97,68,74,27,8,84,83,6,28,68,1,59,15,80,12,69,22,74,8,33,36,80,70,32,94,8,79,70,52,27,77,11,11,36,17,43,57,3,55,84,88,88,1,63,70,33,17,68,16,43,59,51,21,5,17,88,6,80,7,7,23,78,13,61,55,2,15,56,28,83,60,14,43,48,36,20,50,88,62,19,33,32,37,36,17,49,71,33,66,66,51,3,20,37,47,27,15,25,49,82,36,48,50,33,48,94,93,25,66,65,91,1,47,37,46,11,31,11,52,68,52,94,63,93,27,47,82,80,73,86,92,3,41,7,68,5,36,15,34,61,62,16,5,43,78,56,42,70,79,96,58,6,97,97,56,95,9,71,45,10,57,51,64,68,36,97,42,12,53,19,43,49,25,67,61,59,13,41,39,49,26,83,56,49,67,16,5,94,28,7,14,14,52,55,93,51,95,46,71,42,26,26,77,47,65,25,71,58,39,13,55,24,68,53,20,46,35,81,19,93,98,21,18
56,21,56,8,18,52,17,11,91,38,95,17,35,21,34,36,43,16,82,97,93,53,40,89,68,26,68,37,57,59,61,66,59,61,90,48,87,2,53,73,75,48,11,17,67,65,30,63,91,71,97,29,81,92,71,58,84,5,5,10,54,16,60,2,12,36,84,26,65,37,41,40,27,73,4,45,26,42,16,84,39,32,11,97,92,59,73,25,51,32,39,72,23,92,44,92,1,61,79,3,3,67,94,91,48,60,90,84,25,81,83,77,68,52,28,91,94,89,78,54,56,1,58,37,12,98,21,80,83,75,71,48,76,81,45,51,32,76,37,56,88,83,15,6,80,58,41,9,72,54,54,69,32,79,52,67,46,34,48,65,72,40,23,26,77,48,89,1,73,90,12,46,32,86,48,8,36,90,67,79,83,46,34,83,25,65,52,71,64,78,91,15,43,33,3,51,54,27,43,77,49,93,15,14,5,40,88,19,10,89,32,45,23,92,51,41,25,64,71,37,76,71,93,60,48,76,8,25,97,18,78,4,83,10,85,50,42,66,81,1,59,83,9,66,45,76,30,39,15,44,75,82,24,19,14,44,88,87,15,40,41,66,22,70,89,41,86,10,85,50,54,8,88,87,68,68,55,26,72,49,6,42,85,11,87,76,24,10,64,39,76,74,57,21,51,69,62,88,61,72,58,68,5,83,19,28,61,41,54,3,34,14,88,15,80,92,43,69,37,67,14,29,84,94,48,9,41,43,34,20,40,56,57,2,65,17,18,89,30,42,65,38,12,82,70,11,96,20,34,75,9,49,88,85,95,59,86,68,56,3,89,24,60,77,51,1,65,61,9,14,21,68,24,57,27,56,6,27,11,65,58,72,42,37,52,43,17,17,88,34,14,46,24,17,85,7,57,75,79,4,88,8,22,67,91,78,92,78,20,7,26,43,75,13,38,29,50,51,38,52,85,4,44,73,89,23,90,33,30,23,53,7,84,28,24,39,97,54,18,68,18,92,35,92,72,79,35,75,79,21,82,91,6,32,93,3,44,69,34,26,96,25,91,50,30,98,84,50,13,61,67,90,59,60,32,54,98,30,30,86,23,78,42,76,6,86,69,34,87,20,41,60,98,63,19,46,64,29,59,50,33
57,95,77,81,56,43,77,66,35,65,76,23,67,70,44,35,57,83,85,38,13,69,56,57,85,2,22,67,94,87,84,53,92,77,83,78,75,95,80,37,77,63,95,20,25,45,63,49,40,38,17,5,2,62,50,68,95,78,89,8,96,50,83,77,72,39,61,31,49,91,96,82,74,10,39,33,73,46,65,58,57,28,34,30,92,46,24,94,48,78,35,74,78,20,30,64,98,5,62,2,43,1,77,78,40,16,64,72,73,65,47,36,23,94,77,10,59,51,77,92,61,68,12,61,10,26,63,47,77,59,87,88,14,44,81,31,81,87,35,45,28,68,15,89,97,78,16,63,22,42,34,39,6,52,43,75,70,53,40,44,69,18,59,15,37,23,88,89,87,40,78,64,24,51,1,70,29,12,39,35,97,55,63,28,7,50,43,24,25,65,90,73,82,83,69,32,27,28,6,5,53,67,10,89,72,40,34,14,49,82,58,59,67,54,43,32,22,98,26,47,74,53,20,94,61,15,84,11,50,89,62,88,36,33,86,83,76,39,66,46,6,75,52,42,47,13,24,57,54,31,73,20,67,94,83,88,30,5,36,96,83,76,43,73,37,21,42,46,74,7,41,46,51,61,22,16,82,18,98,54,97,25,14,38,8,68,36,66,6,74,59,79,84,31,89,25,40,68,10,93,47,36,31,90,7,58,40,89,11,63,56,68,4,27,27,55,97,22,7,76,31,82,58,84,88,44,72,4,81,75,1,18,84,22,78,82,31,17,79,10,76,87,42,6,64,13,20,60,42,94,55,43,27,34,94,62,21,80,88,6,33,55,34,75,77,29,48,96,55,69,60,41,7,37,42,29,31,21,6,3,61,9,35,7,6,83,89,43,50,40,11,55,43,65,9,77,63,86,74,16,81,37,70,41,8,35,57,81,82,18,32,74,8,56,29,71,66,41,51,42,43,27,56,83,65,59,40,87,4,24,1,53,62,2,35,12,3,70,6,29,68,78,82,49,8,17,6,90,52,67,52,46,13,13,53,54,34,15,73,24,51,24,56,22,71,41,84,68,6,38,64,18,20,63,4,84,20,40,40,95,23,86,9,98,29,77,71,35,50,32,38,40,32,83,83,69,96,79,30,1,5
58,6,97,28,10,10,22,36,8,26,73,29,74,48,50,49,47,13,74,51,61,89,1,76,87,44,22,4,31,85,54,85,28,72,83,18,66,19,8,85,40,42,77,25,1,86,30,52,77,6,38,71,26,44,10,13,68,48,60,43,40,7,10,9,98,10,48,50,2,65,20,86,27,53,97,11,8,28,26,85,15,22,28,19,89,19,63,77,67,64,42,93,94,67,4,54,69,53,84,90,67,66,5,57,47,30,2,25,4,92,91,22,42,36,13,80,48,63,45,54,98,59,86,18,23,14,80,2,10,66,73,73,3,12,13,75,8,64,76,95,37,7,65,87,16,93,21,52,78,17,42,36,62,76,26,45,17,74,69,5,75,42,75,23,32,3,87,8,50,45,89,81,68,97,51,36,78,75,71,80,95,12,33,42,60,24,83,22,19,55,25,71,89,54,97,43,53,31,1,49,81,94,25,94,9,7,32,31,40,47,27,74,60,7,10,40,90,94,43,54,3,80,91,26,87,82,69,14,63,39,31,26,73,51,64,21,51,81,19,90,88,44,70,97,60,35,30,74,34,66,91,2,83,40,35,39,97,24,97,12,60,63,26,18,60,14,41,48,93,53,58,50,53,33,46,63,12,9,20,65,58,47,11,17,27,94,95,85,94,34,50,20,75,64,34,83,81,79,44,55,32,43,82,85,50,93,91,56,93,18,84,85,28,60,22,24,76,22,22,61,58,47,93,43,98,81,38,3,22,81,74,13,80,55,70,28,64,26,53,25,40,66,36,27,5,82,20,76,67,7,52,33,40,34,18,81,87,81,98,17,88,69,79,24,2,63,51,93,6,26,59,31,10,29,49,53,8,42,50,32,28,36,48,13,43,88,27,60,21,70,92,19,37,62,49,23,96,6,18,29,96,80,86,40,54,18,26,59,23,91,36,90,24,57,1,35,45,77,52,86,75,63,22,95,26,43,90,79,24,57,55,65,22,44,41,2,1,47,64,90,23,16,97,7,26,40,69,80,85,36,81,59,80,58,93,77,43,24,49,88,14,93,81,63,49,91,4,70,98,54,61,39,43,47,34,37,88,81,77,95,26,17,22,4,48,49,97,14,65,46,3,60,11,45,21,61,71,68,44,65,23
59,3,59,87,83,48,3,93,6,63,75,86,91,60,9,95,72,68,65,13,92,31,70,32,54,69,3,55,49,90,93,58,26,3,82,74,26,70,41,76,38,60,89,35,91,40,70,86,54,32,31,51,55,95,41,18,35,28,19,88,87,85,38,83,22,11,27,56,14,61,66,96,78,23,24,69,68,72,6,1,44,3,95,23,62,11,70,39,60,50,5,74,48,40,29,9,26,41,71,91,34,20,8,76,72,50,90,73,95,62,35,38,78,43,69,76,25,89,19,61,27,75,13,70,21,77,1,49,84,86,63,41,36,40,18,90,23,25,51,76,88,83,94,71,28,69,9,57,2,69,93,2,88,74,62,51,61,14,84,24,27,38,48,61,82,41,51,65,2,42,33,32,59,55,82,84,9,4,49,53,7,31,25,17,18,86,82,75,58,57,67,90,26,1,14,35,22,42,33,88,66,28,77,5,93,90,15,56,93,72,10,21,11,26,37,15,20,97,31,23,19,34,66,39,34,1,83,59,43,36,36,29,73,49,77,65,25,6,47,55,14,32,71,63,36,27,16,30,2,5,72,25,20,16,31,84,48,39,45,44,57,61,13,71,2,59,73,13,36,95,11,58,76,79,78,22,25,29,85,69,49,42,4,83,36,82,84,69,21,19,78,30,87,29,2,38,43,12,49,43,47,98,15,92,35,32,52,92,9,96,53,49,16,18,3,62,57,2,77,47,8,66,28,93,21,52,96,22,92,18,68,72,22,97,34,70,62,72,83,39,85,79,97,10,28,20,46,2,55,3,64,72,21,26,38,68,59,2,64,10,1,67,83,86,31,93,56,4,82,12,91,6,71,51,79,7,73,55,43,85,36,12,48,5,26,14,73,72,3,53,39,52,80,24,46,43,78,12,5,67,39,72,63,31,6,14,17,4,76,77,31,94,52,43,65,68,96,55,19,87,94,7,67,70,93,8,19,56,86,2,40,18,6,93,97,88,98,35,75,80,36,31,98,19,30,74,77,80,74,34,18,95,43,7,89,41,57,7,80,98,76,67,77,54,98,44,59,29,55,78,57,75,2,17,30,37,7,55,27,8,9,86,11,14,45,96,96,68,1,91,81,96,10,85,8,74,37,65,69,12,39
60,12,59,43,34,9,46,74,81,75,10,28,18,78,89,9,58,78,64,39,21,57,17,34,26,40,52,19,3,10,72,89,91,24,18,6,48,90,97,12,14,37,28,78,12,32,18,45,47,39,53,39,40,35,91,59,68,31,28,65,96,4,30,78,40,67,8,17,82,72,4,61,69,81,67,88,32,72,25,57,50,40,52,4,74,64,12,46,65,12,30,23,16,23,60,68,18,15,19,18,52,6,25,20,29,27,64,87,82,43,64,87,4,59,74,6,64,10,3,51,66,36,40,6,26,51,11,14,20,1,29,33,56,69,55,43,49,71,78,92,67,38,14,65,37,22,79,59,22,35,35,85,43,63,27,52,64,35,66,40,81,41,66,57,57,77,91,87,41,98,30,17,92,43,35,62,25,8,48,30,26,40,57,39,74,23,39,59,74,89,12,85,31,27,75,96,72,16,96,62,1,88,48,92,91,52,44,89,57,69,51,94,10,49,18,12,84,21,32,23,57,80,56,14,50,3,55,44,40,6,88,19,62,93,56,89,16,60,21,43,30,69,17,27,32,59,60,3,66,61,26,91,60,43,24,36,33,4,26,73,69,96,14,82,59,67,94,45,12,69,11,73,35,66,88,95,45,61,88,29,42,78,68,54,39,5,8,70,95,86,46,32,77,52,54,15,18,3,46,11,5,75,18,70,80,63,25,8,46,86,57,21,91,44,2,77,1,97,28,27,86,98,37,33,76,58,59,40,95,13,6,6,96,4,88,72,81,13,54,58,94,87,19,38,19,62,46,9,51,39,54,31,13,40,27,27,81,29,27,69,1,2,7,25,77,45,27,53,62,62,72,20,34,70,40,83,16,27,37,4,63,5,60,85,36,63,52,7,38,59,69,88,44,61,30,16,8,8,90,72,4,20,94,84,23,8,83,24,24,77,78,34,94,22,32,47,14,50,13,96,79,26,54,27,39,62,15,42,8,25,34,26,19,85,17,84,70,13,56,2,60,16,30,52,62,54,30,55,1,33,31,4,69,8,43,42,24,43,23,90,5,79,30,58,56,10,23,71,25,17,36,89,14,52,21,70,73,91,87,80,37,97,50,33,73,2,52,94,23,91,91,48,29,4,41,44,27,92,41,42,83
